5000,2,2095759,ff
5000,4,1499398,ff
5000,8,773946,ff
5000,16,411103,ff
5000,32,264448,ff
5000,1,3958434,ff
5000,2,2077549,ff
5000,4,1485325,ff
5000,8,751434,ff
5000,16,405408,ff
5000,32,252008,ff
5000,1,3958896,ff
5000,2,2031812,ff
5000,4,1495366,ff
5000,8,777391,ff
5000,16,391282,ff
5000,32,241004,ff
5000,1,3957024,ff
5000,2,2059055,ff
5000,4,1480989,ff
5000,8,741911,ff
5000,16,388906,ff
5000,32,321149,ff
5000,1,3948285,ff
5000,2,2008895,ff
5000,4,1468285,ff
5000,8,752225,ff
5000,16,378223,ff
5000,32,245924,ff
20000,1,63522308,ff
20000,2,32115791,ff
20000,4,23629402,ff
20000,8,12079259,ff
20000,16,6291150,ff
20000,32,3883710,ff
20000,1,63810009,ff
20000,2,31881874,ff
20000,4,23493418,ff
20000,8,11764929,ff
20000,16,6042261,ff
20000,32,3617731,ff
20000,1,63287249,ff
20000,2,32249536,ff
20000,4,23498285,ff
20000,8,11753443,ff
20000,16,5924955,ff
20000,32,3667366,ff
20000,1,63338998,ff
20000,2,31906163,ff
20000,4,23498051,ff
20000,8,11837122,ff
20000,16,5942162,ff
20000,32,3718423,ff
20000,1,63533577,ff
20000,2,32156764,ff
20000,4,23850231,ff
20000,8,11799861,ff
20000,16,5976646,ff
20000,32,3665677,ff
