500,1,39252,chunks
500,2,20679,chunks
500,4,13110,chunks
500,8,9381,chunks
500,16,12099,chunks
500,32,16960,chunks
500,1,38887,chunks
500,2,22270,chunks
500,4,13614,chunks
500,8,9944,chunks
500,16,10439,chunks
500,32,16986,chunks
500,1,41984,chunks
500,2,21890,chunks
500,4,13016,chunks
500,8,9918,chunks
500,16,10219,chunks
500,32,16442,chunks
500,1,39248,chunks
500,2,20982,chunks
500,4,14211,chunks
500,8,10403,chunks
500,16,11055,chunks
500,32,17494,chunks
500,1,38712,chunks
500,2,20644,chunks
500,4,12736,chunks
500,8,9966,chunks
500,16,10221,chunks
500,32,17578,chunks
5000,1,3995809,chunks
5000,2,2024378,chunks
5000,4,1065572,chunks
5000,8,548854,chunks
5000,16,294077,chunks
5000,32,222209,chunks
5000,1,4089197,chunks
5000,2,2022523,chunks
5000,4,1072522,chunks
5000,8,547190,chunks
5000,16,303399,chunks
5000,32,256689,chunks
5000,1,4099579,chunks
5000,2,2049340,chunks
5000,4,1083841,chunks
5000,8,541598,chunks
5000,16,333956,chunks
5000,32,250281,chunks
5000,1,4102291,chunks
5000,2,2004847,chunks
5000,4,1072120,chunks
5000,8,536103,chunks
5000,16,308529,chunks
5000,32,282343,chunks
5000,1,4081017,chunks
5000,2,2050907,chunks
5000,4,1066981,chunks
5000,8,566919,chunks
5000,16,320702,chunks
5000,32,240132,chunks
20000,1,63682814,chunks
20000,2,32772773,chunks
20000,4,17860140,chunks
20000,8,8631022,chunks
20000,16,4556804,chunks
20000,32,3562077,chunks
20000,1,65559071,chunks
20000,2,32445371,chunks
20000,4,17556079,chunks
20000,8,8563929,chunks
20000,16,4321508,chunks
20000,32,3485591,chunks
20000,1,64131149,chunks
20000,2,34361509,chunks
20000,4,17114504,chunks
20000,8,8607132,chunks
20000,16,4446814,chunks
20000,32,3471377,chunks
20000,1,64037450,chunks
20000,2,34149645,chunks
20000,4,17167633,chunks
20000,8,8686576,chunks
20000,16,4730629,chunks
20000,32,3625306,chunks
20000,1,64783778,chunks
20000,2,32662200,chunks
20000,4,16972621,chunks
20000,8,8583881,chunks
20000,16,4405310,chunks
20000,32,3545886,chunks
500,1,39338,chunks_tp
500,2,21440,chunks_tp
500,4,12812,chunks_tp
500,8,9320,chunks_tp
500,16,10218,chunks_tp
500,32,16846,chunks_tp
500,1,38803,chunks_tp
500,2,21754,chunks_tp
500,4,13484,chunks_tp
500,8,8911,chunks_tp
500,16,29226,chunks_tp
500,32,19788,chunks_tp
500,1,44307,chunks_tp
500,2,22351,chunks_tp
500,4,14283,chunks_tp
500,8,9852,chunks_tp
500,32,24725,chunks_tp
500,1,39618,chunks_tp
500,2,21395,chunks_tp
500,4,13561,chunks_tp
500,8,10495,chunks_tp
500,16,22792,chunks_tp
500,32,16262,chunks_tp
500,1,40472,chunks_tp
500,2,22418,chunks_tp
500,4,13189,chunks_tp
500,8,9872,chunks_tp
500,16,10489,chunks_tp
500,32,17820,chunks_tp
5000,1,4122956,chunks_tp
5000,2,2162189,chunks_tp
5000,4,1126391,chunks_tp
5000,8,567419,chunks_tp
5000,16,299019,chunks_tp
5000,32,267232,chunks_tp
5000,1,4087328,chunks_tp
5000,2,2217787,chunks_tp
5000,4,1130209,chunks_tp
5000,8,549930,chunks_tp
5000,16,284953,chunks_tp
5000,32,240655,chunks_tp
5000,1,4027981,chunks_tp
5000,2,2202125,chunks_tp
5000,4,1092412,chunks_tp
5000,8,566134,chunks_tp
5000,16,292095,chunks_tp
5000,32,232212,chunks_tp
5000,1,4018204,chunks_tp
5000,2,2189703,chunks_tp
5000,4,1091736,chunks_tp
5000,8,544926,chunks_tp
5000,16,316511,chunks_tp
5000,32,232797,chunks_tp
5000,1,4007604,chunks_tp
5000,2,2119941,chunks_tp
5000,4,1107704,chunks_tp
5000,8,579765,chunks_tp
5000,16,322947,chunks_tp
5000,32,245271,chunks_tp
20000,1,64478008,chunks_tp
20000,2,34369690,chunks_tp
20000,4,17339265,chunks_tp
20000,8,8642676,chunks_tp
20000,16,4357818,chunks_tp
20000,32,3465942,chunks_tp
20000,1,64694663,chunks_tp
20000,2,34292854,chunks_tp
20000,4,17306321,chunks_tp
20000,8,8694769,chunks_tp
20000,16,4397239,chunks_tp
20000,32,3586348,chunks_tp
20000,1,64462556,chunks_tp
20000,2,34267804,chunks_tp
20000,4,17404936,chunks_tp
20000,8,8617837,chunks_tp
20000,16,4423319,chunks_tp
20000,32,3471495,chunks_tp
20000,1,64380258,chunks_tp
20000,2,34157749,chunks_tp
20000,4,17413378,chunks_tp
20000,8,8603820,chunks_tp
20000,16,4467948,chunks_tp
20000,32,3525602,chunks_tp
20000,1,64280055,chunks_tp
20000,2,36194250,chunks_tp
20000,4,17320286,chunks_tp
20000,8,8678829,chunks_tp
20000,16,4407662,chunks_tp
20000,32,3530154,chunks_tp
500,1,38758,cyclic
500,2,22520,cyclic
500,4,15045,cyclic
500,8,10838,cyclic
500,16,10550,cyclic
500,32,20857,cyclic
500,1,39827,cyclic
500,2,21369,cyclic
500,4,13808,cyclic
500,8,9633,cyclic
500,16,10608,cyclic
500,32,20578,cyclic
500,1,39735,cyclic
500,2,20304,cyclic
500,4,13377,cyclic
500,8,10695,cyclic
500,16,10233,cyclic
500,32,15889,cyclic
500,1,38700,cyclic
500,2,20195,cyclic
500,4,14806,cyclic
500,8,11232,cyclic
500,16,11887,cyclic
500,32,16214,cyclic
500,1,41377,cyclic
500,2,24157,cyclic
500,4,13922,cyclic
500,8,9718,cyclic
500,16,13372,cyclic
500,32,19113,cyclic
5000,1,3982751,cyclic
5000,2,2071395,cyclic
5000,4,1193697,cyclic
5000,8,596076,cyclic
5000,16,328044,cyclic
5000,32,287493,cyclic
5000,1,3999565,cyclic
5000,2,2057105,cyclic
5000,4,1155029,cyclic
5000,8,597444,cyclic
5000,16,328117,cyclic
5000,32,310154,cyclic
5000,1,4055355,cyclic
5000,2,2049459,cyclic
5000,4,1167929,cyclic
5000,8,600882,cyclic
5000,16,316485,cyclic
5000,32,261303,cyclic
5000,1,4016103,cyclic
5000,2,2335289,cyclic
5000,4,1165739,cyclic
5000,8,596785,cyclic
5000,16,316736,cyclic
5000,32,237065,cyclic
5000,1,4011500,cyclic
5000,2,2055801,cyclic
5000,4,1147331,cyclic
5000,8,597605,cyclic
5000,16,312422,cyclic
5000,32,285052,cyclic
20000,1,64630213,cyclic
20000,2,32545227,cyclic
20000,4,18548012,cyclic
20000,8,9202746,cyclic
20000,16,4707354,cyclic
20000,32,3516512,cyclic
20000,1,64113456,cyclic
20000,2,36777986,cyclic
20000,4,18331496,cyclic
20000,8,9158973,cyclic
20000,16,4792016,cyclic
20000,32,3530370,cyclic
20000,1,63746126,cyclic
20000,2,36538016,cyclic
20000,4,16609889,cyclic
20000,8,9316262,cyclic
20000,16,4744918,cyclic
20000,32,3448672,cyclic
20000,1,64018309,cyclic
20000,2,34500113,cyclic
20000,4,16341074,cyclic
20000,8,9173134,cyclic
20000,16,4668580,cyclic
20000,32,3530353,cyclic
20000,1,63995152,cyclic
20000,2,33726731,cyclic
20000,4,18553593,cyclic
20000,8,9357496,cyclic
20000,16,4870374,cyclic
20000,32,3547292,cyclic
500,1,37999,ff
500,2,21112,ff
500,4,17099,ff
500,8,12331,ff
500,16,10411,ff
500,32,14099,ff
500,1,39234,ff
500,2,20805,ff
500,4,17565,ff
500,8,12026,ff
500,16,10454,ff
500,32,15129,ff
500,1,38013,ff
500,2,22059,ff
500,4,17207,ff
500,8,12032,ff
500,16,10292,ff
500,32,13745,ff
500,1,38168,ff
500,2,21949,ff
500,4,16440,ff
500,8,11084,ff
500,16,11989,ff
500,32,13802,ff
500,1,37915,ff
500,2,21695,ff
500,4,17277,ff
500,8,11657,ff
500,16,10291,ff
500,32,13209,ff
5000,1,3979598,ff
